A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges,neuron_id,diff_inv,p_adj,sig,div_inv,response,session_name,neuron_type
1Pre,3Post,-0.0,-0.55,0.55,0.05,10.84,0.0,0.63,1069,-0.55,0.0,True,-0.55,inhibited,hamilton_01,SIR
1Pre,3Post,-0.0,0.04,-0.04,0.06,-0.77,0.72,-0.04,1070,0.04,0.78,False,0.04,non responder,hamilton_01,SIR
1Pre,3Post,-0.0,0.43,-0.43,0.08,-5.49,0.0,-0.32,1071,0.43,0.0,True,0.43,activated,hamilton_01,FF
1Pre,3Post,0.0,-2.13,2.13,0.07,30.07,0.0,1.74,1072,-2.13,0.0,True,-2.13,inhibited,hamilton_01,FF
1Pre,3Post,0.0,-1.67,1.67,0.06,29.97,0.0,1.73,1074,-1.67,0.0,True,-1.67,inhibited,hamilton_01,SIR
1Pre,3Post,-0.0,-1.49,1.49,0.04,37.73,0.0,2.18,1075,-1.49,0.0,True,-1.49,inhibited,hamilton_01,SR
1Pre,3Post,0.0,2.82,-2.82,0.08,-34.78,0.0,-2.01,1076,2.82,0.0,True,2.82,activated,hamilton_01,SIR
1Pre,3Post,0.0,-0.41,0.41,0.05,7.68,0.0,0.44,1078,-0.41,0.0,True,-0.41,inhibited,hamilton_01,SR
1Pre,3Post,-0.0,-1.04,1.04,0.03,29.78,0.0,1.72,1079,-1.04,0.0,True,-1.04,inhibited,hamilton_01,SIR
1Pre,3Post,0.0,2.36,-2.36,0.1,-23.91,0.0,-1.38,1082,2.36,0.0,True,2.36,activated,hamilton_01,SIR
1Pre,3Post,0.0,-0.66,0.66,0.04,14.71,0.0,0.85,1084,-0.66,0.0,True,-0.66,inhibited,hamilton_01,SIR
1Pre,3Post,0.0,0.36,-0.36,0.05,-6.99,0.0,-0.4,1085,0.36,0.0,False,0.36,non responder,hamilton_01,SR
1Pre,3Post,-0.0,-1.05,1.05,0.05,21.77,0.0,1.26,1087,-1.05,0.0,True,-1.05,inhibited,hamilton_01,SIR
1Pre,3Post,0.0,0.86,-0.86,0.06,-13.77,0.0,-0.79,1088,0.86,0.0,True,0.86,activated,hamilton_02,SIR
1Pre,3Post,0.0,0.02,-0.02,0.07,-0.31,0.95,-0.02,1093,0.02,0.98,False,0.02,non responder,hamilton_02,SIR
1Pre,3Post,-0.0,1.8,-1.8,0.07,-24.86,0.0,-1.43,1094,1.8,0.0,True,1.8,activated,hamilton_02,SIR
1Pre,3Post,-0.0,10.73,-10.73,0.17,-61.44,0.0,-3.55,1095,10.73,0.0,True,10.73,activated,hamilton_02,SR
1Pre,3Post,-0.0,1.12,-1.12,0.07,-16.95,0.0,-0.98,1098,1.12,0.0,True,1.12,activated,hamilton_02,SIR
1Pre,3Post,-0.0,-0.75,0.75,0.06,12.44,0.0,0.72,1100,-0.75,0.0,True,-0.75,inhibited,hamilton_02,SR
1Pre,3Post,-0.0,5.46,-5.46,0.09,-62.0,0.0,-3.58,1102,5.46,0.0,True,5.46,activated,hamilton_02,SIR
1Pre,3Post,-0.0,-0.53,0.53,0.06,9.09,0.0,0.52,1105,-0.53,0.0,True,-0.53,inhibited,hamilton_02,SIR
1Pre,3Post,0.0,3.04,-3.04,0.08,-36.42,0.0,-2.1,1106,3.04,0.0,True,3.04,activated,hamilton_02,SR
1Pre,3Post,0.0,1.96,-1.96,0.08,-23.28,0.0,-1.34,1107,1.96,0.0,True,1.96,activated,hamilton_02,SR
1Pre,3Post,-0.0,1.43,-1.43,0.06,-25.23,0.0,-1.46,1111,1.43,0.0,True,1.43,activated,hamilton_02,SR
1Pre,3Post,-0.0,-2.3,2.3,0.04,60.58,0.0,3.5,1114,-2.3,0.0,True,-2.3,inhibited,hamilton_12,FF
1Pre,3Post,0.0,1.43,-1.43,0.06,-24.44,0.0,-1.41,1116,1.43,0.0,True,1.43,activated,hamilton_12,SR
1Pre,3Post,0.0,0.36,-0.36,0.06,-5.7,0.0,-0.33,1119,0.36,0.0,False,0.36,non responder,hamilton_12,SIR
1Pre,3Post,0.0,-0.25,0.25,0.06,4.51,0.0,0.26,1121,-0.25,0.0,False,-0.25,non responder,hamilton_12,SR
1Pre,3Post,0.0,-0.8,0.8,0.06,12.68,0.0,0.73,1123,-0.8,0.0,True,-0.8,inhibited,hamilton_12,FF
1Pre,3Post,-0.0,-0.74,0.74,0.05,15.29,0.0,0.88,1124,-0.74,0.0,True,-0.74,inhibited,hamilton_12,SIR
1Pre,3Post,0.0,-0.04,0.04,0.08,0.5,0.87,0.03,1127,-0.04,0.91,False,-0.04,non responder,hamilton_12,SR
1Pre,3Post,-0.0,-0.19,0.19,0.04,5.25,0.0,0.3,1129,-0.19,0.0,False,-0.19,non responder,hamilton_12,SR
1Pre,3Post,-0.0,-0.55,0.55,0.05,10.56,0.0,0.61,1131,-0.55,0.0,True,-0.55,inhibited,hamilton_12,SIR
1Pre,3Post,0.0,-1.04,1.04,0.04,26.2,0.0,1.51,1136,-1.04,0.0,True,-1.04,inhibited,hamilton_12,SR
1Pre,3Post,-0.0,0.11,-0.11,0.06,-1.71,0.2,-0.1,1137,0.11,0.24,False,0.11,non responder,hamilton_12,SIR
1Pre,3Post,0.0,-0.3,0.3,0.05,5.77,0.0,0.33,1138,-0.3,0.0,False,-0.3,non responder,hamilton_12,SIR
1Pre,3Post,-0.0,-0.38,0.38,0.06,6.34,0.0,0.37,1139,-0.38,0.0,False,-0.38,non responder,hamilton_12,SIR
1Pre,3Post,-0.0,1.03,-1.03,0.07,-15.49,0.0,-0.89,1140,1.03,0.0,True,1.03,activated,hamilton_12,SIR
1Pre,3Post,-0.0,0.48,-0.48,0.06,-8.31,0.0,-0.48,1143,0.48,0.0,True,0.48,activated,hamilton_13,SR
1Pre,3Post,0.0,-2.65,2.65,0.06,44.82,0.0,2.59,1144,-2.65,0.0,True,-2.65,inhibited,hamilton_13,FF
1Pre,3Post,-0.0,-1.64,1.64,0.04,37.59,0.0,2.17,1145,-1.64,0.0,True,-1.64,inhibited,hamilton_13,SIR
1Pre,3Post,0.0,0.3,-0.3,0.07,-4.57,0.0,-0.26,1146,0.3,0.0,False,0.3,non responder,hamilton_13,FF
1Pre,3Post,0.0,3.3,-3.3,0.07,-48.4,0.0,-2.79,1148,3.3,0.0,True,3.3,activated,hamilton_13,SR
1Pre,3Post,-0.0,-4.86,4.86,0.05,98.13,0.0,5.66,1149,-4.86,0.0,True,-4.86,inhibited,hamilton_13,FF
1Pre,3Post,-0.0,-2.26,2.26,0.04,54.12,0.0,3.12,1150,-2.26,0.0,True,-2.26,inhibited,hamilton_13,FF
1Pre,3Post,-0.0,0.24,-0.24,0.1,-2.37,0.05,-0.14,1151,0.24,0.06,False,0.24,non responder,hamilton_13,SR
1Pre,3Post,-0.0,0.51,-0.51,0.09,-5.38,0.0,-0.31,1152,0.51,0.0,True,0.51,activated,hamilton_13,SR
1Pre,3Post,0.0,-0.86,0.86,0.04,24.12,0.0,1.39,1153,-0.86,0.0,True,-0.86,inhibited,hamilton_13,SR
1Pre,3Post,-0.0,-1.25,1.25,0.06,21.04,0.0,1.21,1154,-1.25,0.0,True,-1.25,inhibited,hamilton_13,SR
1Pre,3Post,0.0,0.21,-0.21,0.07,-2.89,0.01,-0.17,1157,0.21,0.01,False,0.21,non responder,hamilton_13,SR
1Pre,3Post,-0.0,1.65,-1.65,0.15,-10.7,0.0,-0.62,1159,1.65,0.0,True,1.65,activated,hamilton_13,SIR
1Pre,3Post,0.0,-0.94,0.94,0.06,15.6,0.0,0.9,1166,-0.94,0.0,True,-0.94,inhibited,hamilton_14,SR
1Pre,3Post,-0.0,-0.57,0.57,0.05,11.96,0.0,0.69,1168,-0.57,0.0,True,-0.57,inhibited,hamilton_14,SIR
1Pre,3Post,-0.0,0.08,-0.08,0.06,-1.22,0.44,-0.07,1173,0.08,0.49,False,0.08,non responder,hamilton_14,SR
1Pre,3Post,-0.0,-0.1,0.1,0.07,1.52,0.28,0.09,1175,-0.1,0.32,False,-0.1,non responder,hamilton_14,SR
1Pre,3Post,0.0,0.23,-0.23,0.06,-3.78,0.0,-0.22,1176,0.23,0.0,False,0.23,non responder,hamilton_05,SR
1Pre,3Post,-0.0,1.43,-1.43,0.4,-3.54,0.0,-0.2,1177,1.43,0.0,True,1.43,activated,hamilton_05,SIR
1Pre,3Post,0.0,-0.1,0.1,0.06,1.66,0.22,0.1,1178,-0.1,0.26,False,-0.1,non responder,hamilton_05,SR
1Pre,3Post,-0.0,-0.04,0.04,0.07,0.51,0.87,0.03,1179,-0.04,0.91,False,-0.04,non responder,hamilton_05,SIR
1Pre,3Post,0.0,0.63,-0.63,0.07,-8.87,0.0,-0.51,1180,0.63,0.0,True,0.63,activated,hamilton_05,SIR
1Pre,3Post,-0.0,0.09,-0.09,0.05,-1.72,0.2,-0.1,1181,0.09,0.23,False,0.09,non responder,hamilton_05,SIR
1Pre,3Post,0.0,-1.3,1.3,0.04,31.49,0.0,1.82,1182,-1.3,0.0,True,-1.3,inhibited,hamilton_05,SR
1Pre,3Post,-0.0,-0.72,0.72,0.05,13.12,0.0,0.76,1183,-0.72,0.0,True,-0.72,inhibited,hamilton_05,SR
1Pre,3Post,0.0,0.28,-0.28,0.06,-4.87,0.0,-0.28,1184,0.28,0.0,False,0.28,non responder,hamilton_17,SR
1Pre,3Post,-0.0,0.22,-0.22,0.05,-4.1,0.0,-0.24,1186,0.22,0.0,False,0.22,non responder,hamilton_17,SR
1Pre,3Post,-0.0,-0.19,0.19,0.06,3.3,0.0,0.19,1187,-0.19,0.0,False,-0.19,non responder,hamilton_17,SIR
1Pre,3Post,0.0,-0.73,0.73,0.05,13.74,0.0,0.79,1190,-0.73,0.0,True,-0.73,inhibited,hamilton_17,SIR
1Pre,3Post,0.0,0.25,-0.25,0.07,-3.78,0.0,-0.22,1191,0.25,0.0,False,0.25,non responder,hamilton_17,SIR
1Pre,3Post,-0.0,-0.27,0.27,0.05,5.07,0.0,0.29,1192,-0.27,0.0,False,-0.27,non responder,hamilton_17,SIR
1Pre,3Post,-0.0,-1.46,1.46,0.06,23.2,0.0,1.34,1193,-1.46,0.0,True,-1.46,inhibited,hamilton_17,SR
1Pre,3Post,-0.0,-0.39,0.39,0.06,7.04,0.0,0.41,1194,-0.39,0.0,False,-0.39,non responder,hamilton_17,SIR
1Pre,3Post,0.0,0.23,-0.23,0.06,-4.24,0.0,-0.24,1195,0.23,0.0,False,0.23,non responder,hamilton_17,SIR
1Pre,3Post,-0.0,-0.83,0.83,0.04,19.19,0.0,1.11,1196,-0.83,0.0,True,-0.83,inhibited,hamilton_17,SIR
1Pre,3Post,0.0,-0.05,0.05,0.05,0.98,0.59,0.06,1197,-0.05,0.65,False,-0.05,non responder,hamilton_17,SIR
1Pre,3Post,-0.0,-0.26,0.26,0.05,5.71,0.0,0.33,1198,-0.26,0.0,False,-0.26,non responder,hamilton_17,SIR
1Pre,3Post,0.0,-0.01,0.01,0.06,0.19,0.98,0.01,1201,-0.01,0.99,False,-0.01,non responder,hamilton_17,SR
1Pre,3Post,-0.0,0.16,-0.16,0.06,-2.85,0.01,-0.16,1202,0.16,0.02,False,0.16,non responder,hamilton_17,SIR
1Pre,3Post,-0.0,-0.45,0.45,0.05,9.53,0.0,0.55,1203,-0.45,0.0,True,-0.45,inhibited,hamilton_17,SIR
1Pre,3Post,0.0,1.14,-1.14,0.07,-16.01,0.0,-0.92,1204,1.14,0.0,True,1.14,activated,hamilton_17,SR
1Pre,3Post,-0.0,0.13,-0.13,0.08,-1.61,0.24,-0.09,1205,0.13,0.28,False,0.13,non responder,hamilton_17,SR
1Pre,3Post,0.0,-0.19,0.19,0.05,4.06,0.0,0.23,1208,-0.19,0.0,False,-0.19,non responder,hamilton_17,SIR
1Pre,3Post,0.0,-0.28,0.28,0.05,5.58,0.0,0.32,1209,-0.28,0.0,False,-0.28,non responder,hamilton_17,SIR
1Pre,3Post,0.0,-0.56,0.56,0.05,12.21,0.0,0.7,1210,-0.56,0.0,True,-0.56,inhibited,hamilton_17,SIR
1Pre,3Post,-0.0,1.35,-1.35,0.07,-18.83,0.0,-1.09,1211,1.35,0.0,True,1.35,activated,hamilton_17,SR
1Pre,3Post,-0.0,1.26,-1.26,0.12,-10.3,0.0,-0.59,1212,1.26,0.0,True,1.26,activated,hamilton_17,SIR
1Pre,3Post,-0.0,0.55,-0.55,0.07,-8.39,0.0,-0.48,1214,0.55,0.0,True,0.55,activated,hamilton_17,SR
1Pre,3Post,-0.0,-0.44,0.44,0.07,6.71,0.0,0.39,1215,-0.44,0.0,True,-0.44,inhibited,hamilton_17,SIR
1Pre,3Post,0.0,1.12,-1.12,0.09,-13.14,0.0,-0.76,1216,1.12,0.0,True,1.12,activated,hamilton_17,SIR
1Pre,3Post,-0.0,0.16,-0.16,0.1,-1.59,0.25,-0.09,1219,0.16,0.29,False,0.16,non responder,hamilton_17,SR
1Pre,3Post,0.0,-0.75,0.75,0.07,10.32,0.0,0.6,1220,-0.75,0.0,True,-0.75,inhibited,hamilton_18,SIR
1Pre,3Post,-0.0,-0.24,0.24,0.07,3.53,0.0,0.2,1221,-0.24,0.0,False,-0.24,non responder,hamilton_18,SR
1Pre,3Post,0.0,2.43,-2.43,0.07,-34.03,0.0,-1.96,1222,2.43,0.0,True,2.43,activated,hamilton_18,SR
1Pre,3Post,0.0,-1.55,1.55,0.06,24.56,0.0,1.42,1224,-1.55,0.0,True,-1.55,inhibited,hamilton_18,SR
1Pre,3Post,-0.0,-0.44,0.44,0.05,8.72,0.0,0.5,1226,-0.44,0.0,True,-0.44,inhibited,hamilton_18,SIR
1Pre,3Post,-0.0,0.08,-0.08,0.08,-1.04,0.55,-0.06,1227,0.08,0.61,False,0.08,non responder,hamilton_18,FF
1Pre,3Post,-0.0,0.69,-0.69,0.08,-8.58,0.0,-0.5,1229,0.69,0.0,True,0.69,activated,hamilton_18,FF
1Pre,3Post,0.0,-0.46,0.46,0.1,4.64,0.0,0.27,1230,-0.46,0.0,True,-0.46,inhibited,hamilton_18,FF
1Pre,3Post,-0.0,0.61,-0.61,0.11,-5.41,0.0,-0.31,1231,0.61,0.0,True,0.61,activated,hamilton_18,SR
1Pre,3Post,-0.0,-1.42,1.42,0.05,27.8,0.0,1.6,1232,-1.42,0.0,True,-1.42,inhibited,hamilton_18,SR
1Pre,3Post,0.0,0.83,-0.83,0.08,-10.42,0.0,-0.6,1233,0.83,0.0,True,0.83,activated,hamilton_18,SR
1Pre,3Post,0.0,-0.19,0.19,0.07,2.84,0.01,0.16,1234,-0.19,0.02,False,-0.19,non responder,hamilton_18,SR
1Pre,3Post,-0.0,-0.4,0.4,0.07,5.67,0.0,0.33,1235,-0.4,0.0,False,-0.4,non responder,hamilton_18,SR
1Pre,3Post,-0.0,0.23,-0.23,0.06,-3.93,0.0,-0.23,1236,0.23,0.0,False,0.23,non responder,hamilton_18,SIR
1Pre,3Post,0.0,0.69,-0.69,0.07,-9.98,0.0,-0.58,1237,0.69,0.0,True,0.69,activated,hamilton_18,SR
1Pre,3Post,0.0,-0.46,0.46,0.07,6.31,0.0,0.36,1238,-0.46,0.0,True,-0.46,inhibited,hamilton_18,FF
1Pre,3Post,0.0,-0.3,0.3,0.07,4.23,0.0,0.24,1240,-0.3,0.0,False,-0.3,non responder,hamilton_18,SIR
1Pre,3Post,-0.0,-1.68,1.68,0.06,27.77,0.0,1.6,1241,-1.68,0.0,True,-1.68,inhibited,hamilton_18,SR
1Pre,3Post,-0.0,-0.21,0.21,0.09,2.24,0.06,0.13,1242,-0.21,0.08,False,-0.21,non responder,hamilton_18,SR
1Pre,3Post,0.0,-0.21,0.21,0.07,3.13,0.01,0.18,1244,-0.21,0.01,False,-0.21,non responder,hamilton_18,SIR
1Pre,3Post,-0.0,1.87,-1.87,0.22,-8.36,0.0,-0.48,1245,1.87,0.0,True,1.87,activated,hamilton_18,SIR
1Pre,3Post,-0.0,-0.42,0.42,0.05,8.87,0.0,0.51,1250,-0.42,0.0,True,-0.42,inhibited,hamilton_23,SIR
1Pre,3Post,0.0,-0.02,0.02,0.06,0.36,0.93,0.02,1255,-0.02,0.97,False,-0.02,non responder,hamilton_23,SR
1Pre,3Post,-0.0,0.71,-0.71,0.06,-11.95,0.0,-0.69,1261,0.71,0.0,True,0.71,activated,hamilton_23,SR
1Pre,3Post,0.0,0.48,-0.48,0.07,-6.78,0.0,-0.39,1263,0.48,0.0,True,0.48,activated,hamilton_23,SIR
1Pre,3Post,-0.0,0.05,-0.05,0.07,-0.7,0.77,-0.04,1264,0.05,0.82,False,0.05,non responder,hamilton_23,SR
1Pre,3Post,0.0,-0.12,0.12,0.06,2.09,0.09,0.12,1265,-0.12,0.11,False,-0.12,non responder,hamilton_23,SIR
1Pre,3Post,-0.0,0.74,-0.74,0.07,-10.6,0.0,-0.61,1266,0.74,0.0,True,0.74,activated,hamilton_23,SIR
1Pre,3Post,0.0,0.67,-0.67,0.06,-11.68,0.0,-0.67,1267,0.67,0.0,True,0.67,activated,hamilton_23,SR
1Pre,3Post,-0.0,0.88,-0.88,0.06,-15.88,0.0,-0.92,1269,0.88,0.0,True,0.88,activated,hamilton_23,SR
1Pre,3Post,0.0,0.33,-0.33,0.06,-5.57,0.0,-0.32,1270,0.33,0.0,False,0.33,non responder,hamilton_23,SR
1Pre,3Post,-0.0,1.37,-1.37,0.06,-24.55,0.0,-1.42,1272,1.37,0.0,True,1.37,activated,hamilton_23,SIR
1Pre,3Post,0.0,-0.08,0.08,0.05,1.66,0.22,0.1,1273,-0.08,0.26,False,-0.08,non responder,hamilton_23,SIR
1Pre,3Post,0.0,-0.02,0.02,0.06,0.34,0.94,0.02,1274,-0.02,0.97,False,-0.02,non responder,hamilton_23,SR
1Pre,3Post,-0.0,0.68,-0.68,0.08,-7.99,0.0,-0.46,1276,0.68,0.0,True,0.68,activated,hamilton_23,SR
1Pre,3Post,-0.0,0.76,-0.76,0.06,-13.89,0.0,-0.8,1277,0.76,0.0,True,0.76,activated,hamilton_23,SIR
1Pre,3Post,0.0,0.6,-0.6,0.06,-10.45,0.0,-0.6,1280,0.6,0.0,True,0.6,activated,hamilton_23,SIR
1Pre,3Post,0.0,0.14,-0.14,0.05,-2.83,0.01,-0.16,1281,0.14,0.02,False,0.14,non responder,hamilton_23,SIR
1Pre,3Post,-0.0,-0.26,0.26,0.06,4.18,0.0,0.24,1283,-0.26,0.0,False,-0.26,non responder,hamilton_23,SIR
1Pre,3Post,0.0,-0.04,0.04,0.06,0.76,0.73,0.04,1284,-0.04,0.78,False,-0.04,non responder,hamilton_23,SR
1Pre,3Post,-0.0,-2.28,2.28,0.04,62.29,0.0,3.6,1285,-2.28,0.0,True,-2.28,inhibited,hamilton_23,SR
1Pre,3Post,-0.0,0.21,-0.21,0.06,-3.24,0.0,-0.19,1287,0.21,0.0,False,0.21,non responder,hamilton_23,SIR
1Pre,3Post,-0.0,-0.06,0.06,0.07,0.81,0.7,0.05,1289,-0.06,0.76,False,-0.06,non responder,hamilton_23,SR
1Pre,3Post,0.0,-0.11,0.11,0.08,1.41,0.34,0.08,1291,-0.11,0.38,False,-0.11,non responder,hamilton_23,SIR
1Pre,3Post,0.0,0.04,-0.04,0.07,-0.6,0.82,-0.03,1292,0.04,0.87,False,0.04,non responder,hamilton_23,SR
1Pre,3Post,0.0,1.61,-1.61,0.05,-29.79,0.0,-1.72,1294,1.61,0.0,True,1.61,activated,hamilton_23,SIR
1Pre,3Post,-0.0,-0.14,0.14,0.06,2.14,0.08,0.12,1299,-0.14,0.1,False,-0.14,non responder,hamilton_23,SIR
1Pre,3Post,0.0,-0.15,0.15,0.06,2.45,0.04,0.14,1301,-0.15,0.05,False,-0.15,non responder,hamilton_23,SR
1Pre,3Post,0.0,-0.52,0.52,0.05,9.61,0.0,0.55,1302,-0.52,0.0,True,-0.52,inhibited,hamilton_23,SIR
1Pre,3Post,-0.0,-0.61,0.61,0.05,12.29,0.0,0.71,1303,-0.61,0.0,True,-0.61,inhibited,hamilton_23,SIR
1Pre,3Post,0.0,-0.06,0.06,0.06,0.9,0.64,0.05,1305,-0.06,0.7,False,-0.06,non responder,hamilton_23,SIR
1Pre,3Post,0.0,0.47,-0.47,0.04,-11.04,0.0,-0.64,1312,0.47,0.0,True,0.47,activated,hamilton_23,SR
1Pre,3Post,0.0,-0.34,0.34,0.05,7.56,0.0,0.44,1314,-0.34,0.0,False,-0.34,non responder,hamilton_23,SIR
1Pre,3Post,-0.0,0.63,-0.63,0.05,-11.87,0.0,-0.69,1315,0.63,0.0,True,0.63,activated,hamilton_23,SR
1Pre,3Post,-0.0,0.01,-0.01,0.06,-0.12,0.99,-0.01,1316,0.01,1.0,False,0.01,non responder,hamilton_23,SR
1Pre,3Post,-0.0,-0.44,0.44,0.07,6.57,0.0,0.38,1317,-0.44,0.0,True,-0.44,inhibited,hamilton_23,SR
1Pre,3Post,-0.0,-0.11,0.11,0.07,1.59,0.25,0.09,1318,-0.11,0.29,False,-0.11,non responder,hamilton_23,SIR
1Pre,3Post,0.0,0.15,-0.15,0.07,-2.12,0.09,-0.12,1319,0.15,0.11,False,0.15,non responder,hamilton_23,SIR
1Pre,3Post,-0.0,0.5,-0.5,0.06,-7.84,0.0,-0.45,1320,0.5,0.0,True,0.5,activated,hamilton_23,SR
1Pre,3Post,0.0,0.08,-0.08,0.05,-1.43,0.32,-0.08,1321,0.08,0.37,False,0.08,non responder,hamilton_23,SR
1Pre,3Post,-0.0,-0.49,0.49,0.05,9.25,0.0,0.53,1322,-0.49,0.0,True,-0.49,inhibited,hamilton_23,SR
1Pre,3Post,0.0,-0.31,0.31,0.06,5.0,0.0,0.29,1329,-0.31,0.0,False,-0.31,non responder,hamilton_23,SR
1Pre,3Post,-0.0,2.39,-2.39,0.06,-42.36,0.0,-2.45,1330,2.39,0.0,True,2.39,activated,hamilton_23,FF
1Pre,3Post,0.0,0.72,-0.72,0.06,-11.7,0.0,-0.68,1331,0.72,0.0,True,0.72,activated,hamilton_23,SR
1Pre,3Post,0.0,-0.46,0.46,0.05,8.35,0.0,0.48,1332,-0.46,0.0,True,-0.46,inhibited,hamilton_23,SR
