A,B,mean(A),mean(B),diff,se,T,p-tukey,hedges,neuron_id,diff_inv,p_adj,sig,div_inv,response,session_name,neuron_type
1Pre,3Post,0.0,0.1,-0.1,0.12,-0.87,0.66,-0.05,1580,0.1,0.72,False,0.1,non responder,hamilton_20,SIR
1Pre,3Post,0.0,0.89,-0.89,0.07,-13.26,0.0,-0.77,1581,0.89,0.0,True,0.89,activated,hamilton_20,SR
1Pre,3Post,0.0,-0.82,0.82,0.06,12.7,0.0,0.73,1582,-0.82,0.0,True,-0.82,inhibited,hamilton_20,SR
1Pre,3Post,-0.0,0.56,-0.56,0.05,-10.59,0.0,-0.61,1584,0.56,0.0,True,0.56,activated,hamilton_20,SIR
1Pre,3Post,0.0,0.46,-0.46,0.05,-8.49,0.0,-0.49,1585,0.46,0.0,True,0.46,activated,hamilton_20,SR
1Pre,3Post,-0.0,-0.31,0.31,0.04,7.09,0.0,0.41,1586,-0.31,0.0,False,-0.31,non responder,hamilton_20,SIR
1Pre,3Post,-0.0,19.96,-19.96,0.25,-79.35,0.0,-4.58,1587,19.96,0.0,True,19.96,activated,hamilton_20,SIR
1Pre,3Post,0.0,0.13,-0.13,0.06,-2.23,0.07,-0.13,1588,0.13,0.08,False,0.13,non responder,hamilton_20,SR
1Pre,3Post,0.0,0.45,-0.45,0.07,-6.52,0.0,-0.38,1589,0.45,0.0,True,0.45,activated,hamilton_20,SIR
1Pre,3Post,-0.0,0.28,-0.28,0.06,-4.54,0.0,-0.26,1590,0.28,0.0,False,0.28,non responder,hamilton_20,SR
1Pre,3Post,-0.0,0.36,-0.36,0.08,-4.46,0.0,-0.26,1592,0.36,0.0,False,0.36,non responder,hamilton_20,SIR
1Pre,3Post,-0.0,-0.47,0.47,0.05,9.88,0.0,0.57,1593,-0.47,0.0,True,-0.47,inhibited,hamilton_20,SR
1Pre,3Post,0.0,-0.61,0.61,0.06,10.48,0.0,0.6,1594,-0.61,0.0,True,-0.61,inhibited,hamilton_20,SIR
1Pre,3Post,0.0,-0.5,0.5,0.05,10.32,0.0,0.6,1595,-0.5,0.0,True,-0.5,inhibited,hamilton_20,SIR
1Pre,3Post,0.0,-0.09,0.09,0.06,1.44,0.32,0.08,1596,-0.09,0.37,False,-0.09,non responder,hamilton_20,SR
1Pre,3Post,0.0,0.27,-0.27,0.06,-4.73,0.0,-0.27,1598,0.27,0.0,False,0.27,non responder,hamilton_20,SR
1Pre,3Post,-0.0,0.23,-0.23,0.06,-3.83,0.0,-0.22,1600,0.23,0.0,False,0.23,non responder,hamilton_20,SIR
1Pre,3Post,0.0,-0.69,0.69,0.06,10.89,0.0,0.63,1602,-0.69,0.0,True,-0.69,inhibited,hamilton_20,SR
1Pre,3Post,0.0,-0.72,0.72,0.06,12.55,0.0,0.72,1603,-0.72,0.0,True,-0.72,inhibited,hamilton_20,SR
1Pre,3Post,-0.0,-0.35,0.35,0.06,5.97,0.0,0.34,1604,-0.35,0.0,False,-0.35,non responder,hamilton_20,SIR
1Pre,3Post,0.0,-0.1,0.1,0.07,1.37,0.36,0.08,1605,-0.1,0.4,False,-0.1,non responder,hamilton_20,SIR
1Pre,3Post,0.0,0.18,-0.18,0.09,-2.07,0.1,-0.12,1606,0.18,0.12,False,0.18,non responder,hamilton_20,SIR
1Pre,3Post,0.0,-0.01,0.01,0.08,0.14,0.99,0.01,1609,-0.01,1.0,False,-0.01,non responder,hamilton_20,SR
1Pre,3Post,-0.0,-1.46,1.46,0.04,32.74,0.0,1.89,1610,-1.46,0.0,True,-1.46,inhibited,hamilton_20,SIR
1Pre,3Post,-0.0,0.0,-0.0,0.12,-0.0,1.0,-0.0,1611,0.0,1.0,False,0.0,non responder,hamilton_20,SR
1Pre,3Post,0.0,-1.21,1.21,0.06,21.91,0.0,1.26,2005,-1.21,0.0,True,-1.21,inhibited,hamilton_25,SR
1Pre,3Post,-0.0,-0.83,0.83,0.06,14.32,0.0,0.83,2009,-0.83,0.0,True,-0.83,inhibited,hamilton_25,SR
1Pre,3Post,0.0,-1.05,1.05,0.06,18.04,0.0,1.04,2010,-1.05,0.0,True,-1.05,inhibited,hamilton_25,SR
1Pre,3Post,0.0,-0.33,0.33,0.06,5.61,0.0,0.32,2014,-0.33,0.0,False,-0.33,non responder,hamilton_25,SR
1Pre,3Post,-0.0,-0.88,0.88,0.05,16.82,0.0,0.97,2016,-0.88,0.0,True,-0.88,inhibited,hamilton_25,FF
1Pre,3Post,-0.0,-1.19,1.19,0.06,20.52,0.0,1.18,2017,-1.19,0.0,True,-1.19,inhibited,hamilton_25,SIR
1Pre,3Post,0.0,-0.85,0.85,0.04,19.08,0.0,1.1,2018,-0.85,0.0,True,-0.85,inhibited,hamilton_25,SIR
1Pre,3Post,-0.0,-0.6,0.6,0.05,11.56,0.0,0.67,2020,-0.6,0.0,True,-0.6,inhibited,hamilton_25,FF
1Pre,3Post,0.0,-0.27,0.27,0.05,5.4,0.0,0.31,2022,-0.27,0.0,False,-0.27,non responder,hamilton_25,FF
1Pre,3Post,-0.0,-0.35,0.35,0.06,5.86,0.0,0.34,2023,-0.35,0.0,False,-0.35,non responder,hamilton_25,SIR
1Pre,3Post,0.0,-0.32,0.32,0.05,6.25,0.0,0.36,2026,-0.32,0.0,False,-0.32,non responder,hamilton_25,SIR
1Pre,3Post,0.0,-2.19,2.19,0.05,42.78,0.0,2.47,2031,-2.19,0.0,True,-2.19,inhibited,hamilton_25,SIR
1Pre,3Post,-0.0,-0.36,0.36,0.05,6.75,0.0,0.39,2034,-0.36,0.0,False,-0.36,non responder,hamilton_25,SIR
1Pre,3Post,0.0,-0.25,0.25,0.05,4.71,0.0,0.27,2035,-0.25,0.0,False,-0.25,non responder,hamilton_25,SIR
1Pre,3Post,0.0,-0.15,0.15,0.06,2.46,0.04,0.14,2036,-0.15,0.05,False,-0.15,non responder,hamilton_25,SIR
1Pre,3Post,-0.0,-0.7,0.7,0.06,11.01,0.0,0.64,2037,-0.7,0.0,True,-0.7,inhibited,hamilton_25,SR
1Pre,3Post,0.0,-0.99,0.99,0.06,16.2,0.0,0.94,2038,-0.99,0.0,True,-0.99,inhibited,hamilton_25,SR
1Pre,3Post,-0.0,-0.36,0.36,0.05,7.46,0.0,0.43,2041,-0.36,0.0,False,-0.36,non responder,hamilton_26,SIR
1Pre,3Post,0.0,-1.18,1.18,0.04,33.02,0.0,1.91,2047,-1.18,0.0,True,-1.18,inhibited,hamilton_26,SR
1Pre,3Post,-0.0,0.97,-0.97,0.07,-14.88,0.0,-0.86,2048,0.97,0.0,True,0.97,activated,hamilton_26,SR
1Pre,3Post,-0.0,0.04,-0.04,0.07,-0.67,0.78,-0.04,2049,0.04,0.83,False,0.04,non responder,hamilton_26,FF
1Pre,3Post,-0.0,0.33,-0.33,0.05,-7.06,0.0,-0.41,2050,0.33,0.0,False,0.33,non responder,hamilton_26,SR
1Pre,3Post,0.0,0.1,-0.1,0.06,-1.82,0.16,-0.1,2052,0.1,0.2,False,0.1,non responder,hamilton_26,SR
1Pre,3Post,0.0,-0.1,0.1,0.05,2.0,0.11,0.12,2055,-0.1,0.14,False,-0.1,non responder,hamilton_26,SR
1Pre,3Post,-0.0,1.57,-1.57,0.07,-21.92,0.0,-1.27,2057,1.57,0.0,True,1.57,activated,hamilton_26,SR
1Pre,3Post,-0.0,0.34,-0.34,0.07,-4.76,0.0,-0.27,2058,0.34,0.0,False,0.34,non responder,hamilton_26,SR
1Pre,3Post,-0.0,0.02,-0.02,0.07,-0.24,0.97,-0.01,2059,0.02,0.99,False,0.02,non responder,hamilton_26,SR
1Pre,3Post,-0.0,0.24,-0.24,0.1,-2.44,0.04,-0.14,2060,0.24,0.05,False,0.24,non responder,hamilton_26,SR
1Pre,3Post,0.0,-0.06,0.06,0.07,0.86,0.67,0.05,2061,-0.06,0.73,False,-0.06,non responder,hamilton_26,SR
1Pre,3Post,0.0,-0.6,0.6,0.06,10.16,0.0,0.59,2062,-0.6,0.0,True,-0.6,inhibited,hamilton_26,SIR
1Pre,3Post,-0.0,-0.03,0.03,0.05,0.62,0.81,0.04,2065,-0.03,0.86,False,-0.03,non responder,hamilton_26,SR
1Pre,3Post,-0.0,-0.66,0.66,0.07,9.68,0.0,0.56,2066,-0.66,0.0,True,-0.66,inhibited,hamilton_26,SR
1Pre,3Post,0.0,-0.12,0.12,0.06,2.15,0.08,0.12,2067,-0.12,0.1,False,-0.12,non responder,hamilton_26,SIR
1Pre,3Post,0.0,-0.46,0.46,0.04,11.35,0.0,0.66,2069,-0.46,0.0,True,-0.46,inhibited,hamilton_26,SIR
1Pre,3Post,-0.0,-0.35,0.35,0.04,8.24,0.0,0.48,2072,-0.35,0.0,False,-0.35,non responder,hamilton_26,SIR
1Pre,3Post,0.0,0.59,-0.59,0.08,-7.32,0.0,-0.42,2073,0.59,0.0,True,0.59,activated,hamilton_26,SIR
1Pre,3Post,0.0,-0.27,0.27,0.07,3.95,0.0,0.23,2074,-0.27,0.0,False,-0.27,non responder,hamilton_26,SR
1Pre,3Post,-0.0,0.32,-0.32,0.05,-6.12,0.0,-0.35,2075,0.32,0.0,False,0.32,non responder,hamilton_26,SR
1Pre,3Post,0.0,0.56,-0.56,0.06,-9.5,0.0,-0.55,2076,0.56,0.0,True,0.56,activated,hamilton_28,SR
1Pre,3Post,0.0,-2.75,2.75,0.05,54.88,0.0,3.17,2077,-2.75,0.0,True,-2.75,inhibited,hamilton_28,FF
1Pre,3Post,0.0,1.41,-1.41,0.08,-17.8,0.0,-1.03,2078,1.41,0.0,True,1.41,activated,hamilton_28,SR
1Pre,3Post,-0.0,1.23,-1.23,0.08,-16.03,0.0,-0.93,2079,1.23,0.0,True,1.23,activated,hamilton_28,SR
1Pre,3Post,0.0,-0.66,0.66,0.06,10.17,0.0,0.59,2081,-0.66,0.0,True,-0.66,inhibited,hamilton_28,FF
1Pre,3Post,-0.0,-0.04,0.04,0.05,0.81,0.7,0.05,2082,-0.04,0.76,False,-0.04,non responder,hamilton_28,SR
1Pre,3Post,-0.0,0.13,-0.13,0.05,-2.68,0.02,-0.15,2083,0.13,0.03,False,0.13,non responder,hamilton_28,SIR
1Pre,3Post,0.0,-0.78,0.78,0.06,13.09,0.0,0.76,2084,-0.78,0.0,True,-0.78,inhibited,hamilton_28,SIR
1Pre,3Post,0.0,-0.55,0.55,0.05,11.88,0.0,0.69,2087,-0.55,0.0,True,-0.55,inhibited,hamilton_28,SIR
1Pre,3Post,-0.0,-0.17,0.17,0.05,3.13,0.0,0.18,2091,-0.17,0.01,False,-0.17,non responder,hamilton_28,SIR
1Pre,3Post,0.0,0.05,-0.05,0.08,-0.57,0.83,-0.03,2099,0.05,0.88,False,0.05,non responder,hamilton_28,SIR
1Pre,3Post,-0.0,0.25,-0.25,0.06,-4.06,0.0,-0.23,2101,0.25,0.0,False,0.25,non responder,hamilton_28,SIR
1Pre,3Post,0.0,0.24,-0.24,0.06,-3.7,0.0,-0.21,2102,0.24,0.0,False,0.24,non responder,hamilton_28,SR
1Pre,3Post,-0.0,9.91,-9.91,0.17,-58.29,0.0,-3.36,2103,9.91,0.0,True,9.91,activated,hamilton_28,SIR
1Pre,3Post,-0.0,0.02,-0.02,0.05,-0.33,0.94,-0.02,2104,0.02,0.97,False,0.02,non responder,hamilton_28,SIR
1Pre,3Post,0.0,0.49,-0.49,0.08,-6.09,0.0,-0.35,2107,0.49,0.0,True,0.49,activated,hamilton_28,SR
1Pre,3Post,-0.0,0.19,-0.19,0.06,-3.29,0.0,-0.19,2108,0.19,0.0,False,0.19,non responder,hamilton_28,SIR
1Pre,3Post,0.0,-0.14,0.14,0.04,3.11,0.01,0.18,2111,-0.14,0.01,False,-0.14,non responder,hamilton_28,SIR
1Pre,3Post,-0.0,0.66,-0.66,0.07,-10.11,0.0,-0.58,2112,0.66,0.0,True,0.66,activated,hamilton_28,SIR
1Pre,3Post,0.0,1.06,-1.06,0.07,-14.98,0.0,-0.86,2120,1.06,0.0,True,1.06,activated,hamilton_28,SIR
1Pre,3Post,0.0,-0.0,0.0,0.08,0.0,1.0,0.0,2125,-0.0,1.0,False,-0.0,non responder,hamilton_28,SIR
1Pre,3Post,-0.0,-0.89,0.89,0.05,16.42,0.0,0.95,2126,-0.89,0.0,True,-0.89,inhibited,hamilton_28,SR
1Pre,3Post,-0.0,1.58,-1.58,0.08,-19.44,0.0,-1.12,2127,1.58,0.0,True,1.58,activated,hamilton_28,SIR
1Pre,3Post,-0.0,0.86,-0.86,0.07,-12.8,0.0,-0.74,2128,0.86,0.0,True,0.86,activated,hamilton_28,SIR
1Pre,3Post,-0.0,0.57,-0.57,0.08,-6.71,0.0,-0.39,2130,0.57,0.0,True,0.57,activated,hamilton_28,SR
1Pre,3Post,0.0,-0.69,0.69,0.06,10.75,0.0,0.62,2135,-0.69,0.0,True,-0.69,inhibited,hamilton_29,SR
1Pre,3Post,-0.0,-0.58,0.58,0.04,14.0,0.0,0.81,2136,-0.58,0.0,True,-0.58,inhibited,hamilton_29,SIR
1Pre,3Post,0.0,-0.56,0.56,0.05,10.53,0.0,0.61,2137,-0.56,0.0,True,-0.56,inhibited,hamilton_29,SR
1Pre,3Post,-0.0,-0.64,0.64,0.05,12.49,0.0,0.72,2138,-0.64,0.0,True,-0.64,inhibited,hamilton_29,SIR
1Pre,3Post,0.0,-0.67,0.67,0.04,15.68,0.0,0.9,2139,-0.67,0.0,True,-0.67,inhibited,hamilton_29,SIR
1Pre,3Post,0.0,-0.75,0.75,0.06,12.54,0.0,0.72,2144,-0.75,0.0,True,-0.75,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,-0.87,0.87,0.05,19.24,0.0,1.11,2147,-0.87,0.0,True,-0.87,inhibited,hamilton_29,SR
1Pre,3Post,-0.0,-0.68,0.68,0.06,11.58,0.0,0.67,2152,-0.68,0.0,True,-0.68,inhibited,hamilton_29,SIR
1Pre,3Post,0.0,-1.42,1.42,0.05,28.08,0.0,1.62,2155,-1.42,0.0,True,-1.42,inhibited,hamilton_29,SIR
1Pre,3Post,0.0,-0.99,0.99,0.07,14.87,0.0,0.86,2162,-0.99,0.0,True,-0.99,inhibited,hamilton_29,SR
1Pre,3Post,-0.0,-0.82,0.82,0.04,19.9,0.0,1.15,2165,-0.82,0.0,True,-0.82,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,0.45,-0.45,0.08,-5.83,0.0,-0.34,2166,0.45,0.0,True,0.45,activated,hamilton_29,SIR
1Pre,3Post,-0.0,-0.57,0.57,0.05,12.42,0.0,0.72,2173,-0.57,0.0,True,-0.57,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,-0.24,0.24,0.05,4.89,0.0,0.28,2174,-0.24,0.0,False,-0.24,non responder,hamilton_29,SIR
1Pre,3Post,-0.0,-1.7,1.7,0.06,26.27,0.0,1.52,2176,-1.7,0.0,True,-1.7,inhibited,hamilton_29,SR
1Pre,3Post,-0.0,-0.99,0.99,0.06,16.95,0.0,0.98,2177,-0.99,0.0,True,-0.99,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,-0.4,0.4,0.05,7.8,0.0,0.45,2178,-0.4,0.0,True,-0.4,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,-0.69,0.69,0.04,16.11,0.0,0.93,2181,-0.69,0.0,True,-0.69,inhibited,hamilton_29,SIR
1Pre,3Post,0.0,1.43,-1.43,0.07,-21.47,0.0,-1.24,2183,1.43,0.0,True,1.43,activated,hamilton_29,FF
1Pre,3Post,-0.0,-1.38,1.38,0.03,39.76,0.0,2.29,2184,-1.38,0.0,True,-1.38,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,-1.04,1.04,0.06,18.38,0.0,1.06,2185,-1.04,0.0,True,-1.04,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,0.0,-0.0,0.06,-0.04,1.0,-0.0,2186,0.0,1.0,False,0.0,non responder,hamilton_29,SR
1Pre,3Post,-0.0,-0.22,0.22,0.06,3.99,0.0,0.23,2187,-0.22,0.0,False,-0.22,non responder,hamilton_29,SIR
1Pre,3Post,-0.0,-0.23,0.23,0.06,3.99,0.0,0.23,2188,-0.23,0.0,False,-0.23,non responder,hamilton_29,SIR
1Pre,3Post,-0.0,-0.97,0.97,0.04,22.65,0.0,1.31,2189,-0.97,0.0,True,-0.97,inhibited,hamilton_29,SIR
1Pre,3Post,-0.0,-0.06,0.06,0.05,1.14,0.49,0.07,2191,-0.06,0.54,False,-0.06,non responder,hamilton_29,SR
1Pre,3Post,0.0,0.35,-0.35,0.06,-6.16,0.0,-0.36,2192,0.35,0.0,False,0.35,non responder,hamilton_29,SIR
1Pre,3Post,-0.0,-1.0,1.0,0.05,18.53,0.0,1.07,2193,-1.0,0.0,True,-1.0,inhibited,hamilton_30,SIR
1Pre,3Post,0.0,-0.13,0.13,0.05,2.43,0.04,0.14,2198,-0.13,0.05,False,-0.13,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,0.02,-0.02,0.06,-0.29,0.96,-0.02,2200,0.02,0.98,False,0.02,non responder,hamilton_30,SIR
1Pre,3Post,0.0,-0.01,0.01,0.06,0.22,0.97,0.01,2202,-0.01,0.99,False,-0.01,non responder,hamilton_30,SR
1Pre,3Post,0.0,-0.1,0.1,0.06,1.69,0.21,0.1,2208,-0.1,0.24,False,-0.1,non responder,hamilton_30,SIR
1Pre,3Post,0.0,-0.15,0.15,0.05,2.78,0.02,0.16,2211,-0.15,0.02,False,-0.15,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,-0.49,0.49,0.05,9.57,0.0,0.55,2212,-0.49,0.0,True,-0.49,inhibited,hamilton_30,SR
1Pre,3Post,0.0,0.11,-0.11,0.06,-1.73,0.2,-0.1,2213,0.11,0.23,False,0.11,non responder,hamilton_30,SR
1Pre,3Post,-0.0,0.44,-0.44,0.06,-7.51,0.0,-0.43,2214,0.44,0.0,True,0.44,activated,hamilton_30,SR
1Pre,3Post,-0.0,-0.34,0.34,0.05,6.58,0.0,0.38,2217,-0.34,0.0,False,-0.34,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,0.16,-0.16,0.06,-2.43,0.04,-0.14,2220,0.16,0.05,False,0.16,non responder,hamilton_30,SR
1Pre,3Post,-0.0,0.65,-0.65,0.06,-10.23,0.0,-0.59,2222,0.65,0.0,True,0.65,activated,hamilton_30,SR
1Pre,3Post,0.0,0.34,-0.34,0.06,-5.58,0.0,-0.32,2225,0.34,0.0,False,0.34,non responder,hamilton_30,SR
1Pre,3Post,-0.0,0.3,-0.3,0.06,-4.88,0.0,-0.28,2233,0.3,0.0,False,0.3,non responder,hamilton_30,SIR
1Pre,3Post,0.0,0.23,-0.23,0.06,-4.1,0.0,-0.24,2235,0.23,0.0,False,0.23,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,-0.08,0.08,0.06,1.2,0.46,0.07,2236,-0.08,0.51,False,-0.08,non responder,hamilton_30,SIR
1Pre,3Post,0.0,-0.3,0.3,0.05,5.96,0.0,0.34,2241,-0.3,0.0,False,-0.3,non responder,hamilton_30,SIR
1Pre,3Post,0.0,0.03,-0.03,0.06,-0.55,0.85,-0.03,2242,0.03,0.89,False,0.03,non responder,hamilton_30,SIR
1Pre,3Post,0.0,-0.19,0.19,0.04,5.02,0.0,0.29,2243,-0.19,0.0,False,-0.19,non responder,hamilton_30,SR
1Pre,3Post,0.0,-0.03,0.03,0.06,0.55,0.84,0.03,2244,-0.03,0.89,False,-0.03,non responder,hamilton_30,SIR
1Pre,3Post,0.0,-0.11,0.11,0.09,1.3,0.39,0.08,2246,-0.11,0.44,False,-0.11,non responder,hamilton_30,SR
1Pre,3Post,-0.0,0.38,-0.38,0.08,-5.05,0.0,-0.29,2247,0.38,0.0,False,0.38,non responder,hamilton_30,SIR
1Pre,3Post,0.0,-0.0,0.0,0.06,0.03,1.0,0.0,2248,-0.0,1.0,False,-0.0,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,0.56,-0.56,0.06,-8.87,0.0,-0.51,2249,0.56,0.0,True,0.56,activated,hamilton_30,SR
1Pre,3Post,0.0,-0.27,0.27,0.05,4.97,0.0,0.29,2250,-0.27,0.0,False,-0.27,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,-0.43,0.43,0.05,8.72,0.0,0.5,2251,-0.43,0.0,True,-0.43,inhibited,hamilton_30,SIR
1Pre,3Post,-0.0,-0.33,0.33,0.06,5.85,0.0,0.34,2252,-0.33,0.0,False,-0.33,non responder,hamilton_30,SR
1Pre,3Post,0.0,-0.08,0.08,0.06,1.4,0.34,0.08,2260,-0.08,0.39,False,-0.08,non responder,hamilton_30,FF
1Pre,3Post,-0.0,-0.02,0.02,0.06,0.3,0.95,0.02,2266,-0.02,0.98,False,-0.02,non responder,hamilton_30,SIR
1Pre,3Post,0.0,-0.14,0.14,0.06,2.17,0.08,0.12,2270,-0.14,0.1,False,-0.14,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,-0.6,0.6,0.05,12.56,0.0,0.72,2271,-0.6,0.0,True,-0.6,inhibited,hamilton_30,SIR
1Pre,3Post,0.0,0.21,-0.21,0.07,-3.1,0.01,-0.18,2278,0.21,0.01,False,0.21,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,1.37,-1.37,0.07,-20.75,0.0,-1.2,2279,1.37,0.0,True,1.37,activated,hamilton_30,SR
1Pre,3Post,-0.0,-0.05,0.05,0.07,0.74,0.74,0.04,2280,-0.05,0.8,False,-0.05,non responder,hamilton_30,SR
1Pre,3Post,0.0,-0.13,0.13,0.06,2.27,0.06,0.13,2281,-0.13,0.08,False,-0.13,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,-0.16,0.16,0.06,2.85,0.01,0.16,2282,-0.16,0.02,False,-0.16,non responder,hamilton_30,SR
1Pre,3Post,-0.0,0.28,-0.28,0.07,-4.34,0.0,-0.25,2283,0.28,0.0,False,0.28,non responder,hamilton_30,SR
1Pre,3Post,-0.0,-0.11,0.11,0.05,2.01,0.11,0.12,2284,-0.11,0.13,False,-0.11,non responder,hamilton_30,SIR
1Pre,3Post,-0.0,0.15,-0.15,0.05,-2.8,0.01,-0.16,2285,0.15,0.02,False,0.15,non responder,hamilton_30,SR
1Pre,3Post,-0.0,0.12,-0.12,0.06,-2.0,0.11,-0.12,2287,0.12,0.14,False,0.12,non responder,hamilton_30,SR
